trade_date,ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
20220606,399300.SZ,20220606,4166.085,4090.5286,4166.6151,4063.9057,4089.5682,76.5168,1.871,167871011.0,324075626.9
20220607,399300.SZ,20220607,4179.1285,4165.6899,4198.0863,4155.1683,4166.085,13.0435,0.3131,142992881.0,285733722.3
20220608,399300.SZ,20220608,4219.8122,4187.1483,4224.8096,4158.0329,4179.1285,40.6837,0.9735,157374057.0,319480252.8
20220609,399300.SZ,20220609,4175.6747,4211.7225,4227.4484,4160.8814,4219.8122,-44.1375,-1.046,168449154.0,285172804.2
20220610,399300.SZ,20220610,4238.9936,4145.6505,4241.3541,4140.2203,4175.6747,63.3189,1.5164,184796214.0,324091440.7
20220613,399300.SZ,20220613,4189.3527,4194.4574,4218.2327,4156.7146,4238.9936,-49.6409,-1.1711,168475622.0,336585670.5
20220614,399300.SZ,20220614,4222.3114,4143.2232,4224.0857,4102.929,4189.3527,32.9587,0.7867,171385904.0,335418557.9
20220615,399300.SZ,20220615,4278.2178,4228.2926,4348.4226,4228.2926,4222.3114,55.9064,1.3241,257046590.0,459766820.7
20220616,399300.SZ,20220616,4250.0614,4282.0827,4302.9212,4241.075,4278.2178,-28.1564,-0.6581,184074416.0,337235911.5
20220617,399300.SZ,20220617,4309.0444,4219.2339,4318.7655,4218.6817,4250.0614,58.983,1.3878,158649098.0,346675726.8
20220620,399300.SZ,20220620,4330.4328,4322.8324,4368.3555,4297.8912,4309.0444,21.3884,0.4964,165666382.0,359569296.9
20220621,399300.SZ,20220621,4325.5657,4327.9159,4357.3396,4287.1406,4330.4328,-4.8671,-0.1124,164667615.0,317163317.7
20220622,399300.SZ,20220622,4270.6227,4331.902,4333.1827,4269.2456,4325.5657,-54.943,-1.2702,158565854.0,298656263.3
20220623,399300.SZ,20220623,4343.8781,4277.9555,4343.8781,4260.9002,4270.6227,73.2554,1.7153,170882360.0,327144780.5
20220624,399300.SZ,20220624,4394.7723,4354.553,4400.6852,4346.1221,4343.8781,50.8942,1.1716,168972199.0,356054750.5
20220627,399300.SZ,20220627,4444.2639,4414.3321,4472.6948,4414.3321,4394.7723,49.4916,1.1261,177385676.0,381432966.3
20220628,399300.SZ,20220628,4490.5166,4442.5811,4497.8949,4407.3519,4444.2639,46.2527,1.0407,174756489.0,361685970.7
20220629,399300.SZ,20220629,4421.357,4472.7346,4503.1307,4413.9961,4490.5166,-69.1596,-1.5401,187276688.0,395926107.7
20220630,399300.SZ,20220630,4485.0108,4418.0656,4514.9968,4418.0656,4421.357,63.6538,1.4397,156666289.0,354343886.8
20220701,399300.SZ,20220701,4466.7179,4489.5204,4500.9853,4449.2914,4485.0108,-18.2929,-0.4079,144779599.0,318492130.2
20220704,399300.SZ,20220704,4496.0303,4447.2159,4496.0338,4427.8232,4466.7179,29.3124,0.6562,146345651.0,356968521.3
20220705,399300.SZ,20220705,4489.5383,4505.4572,4530.3245,4439.4511,4496.0303,-6.492,-0.1444,154962415.0,361891850.8
20220706,399300.SZ,20220706,4423.9698,4475.4815,4484.3615,4393.4165,4489.5383,-65.5685,-1.4605,149800235.0,344672707.7
20220707,399300.SZ,20220707,4443.4736,4425.2814,4457.3431,4391.1938,4423.9698,19.5038,0.4409,132660906.0,328133133.7
20220708,399300.SZ,20220708,4428.781,4468.0627,4479.4937,4426.8856,4443.4736,-14.6926,-0.3307,123195739.0,304031107.3
20220711,399300.SZ,20220711,4354.6167,4406.1476,4406.1476,4330.5819,4428.781,-74.1643,-1.6746,134448578.0,299195233.4
20220712,399300.SZ,20220712,4313.6184,4352.6456,4370.3411,4296.6215,4354.6167,-40.9983,-0.9415,130187838.0,291072311.9
20220713,399300.SZ,20220713,4321.4617,4313.3589,4341.4663,4284.9419,4313.6184,7.8433,0.1818,131113179.0,286075545.4
20220714,399300.SZ,20220714,4322.0742,4308.8229,4352.0978,4292.7595,4321.4617,0.6125,0.0142,145250926.0,301569861.0
20220715,399300.SZ,20220715,4248.5273,4299.4714,4344.8572,4248.5273,4322.0742,-73.5469,-1.7017,150214453.0,316793192.7
20220718,399300.SZ,20220718,4292.5858,4262.1539,4300.7777,4217.5064,4248.5273,44.0585,1.037,122601192.0,281055128.6
20220719,399300.SZ,20220719,4269.3401,4288.4441,4288.4441,4238.8238,4292.5858,-23.2457,-0.5415,103805730.0,231117731.8
20220720,399300.SZ,20220720,4283.8027,4291.2808,4303.3668,4269.9717,4269.3401,14.4626,0.3388,94490144.0,212301881.4
20220721,399300.SZ,20220721,4236.0578,4270.3624,4283.1471,4236.0499,4283.8027,-47.7449,-1.1145,117156344.0,239228146.8
20220722,399300.SZ,20220722,4238.2341,4251.7867,4275.4696,4207.3135,4236.0578,2.1763,0.0514,103840624.0,224295333.5
20220725,399300.SZ,20220725,4212.6441,4233.9277,4234.8448,4201.919,4238.2341,-25.59,-0.6038,83636664.0,188136426.7
20220726,399300.SZ,20220726,4245.9758,4220.0911,4259.9854,4214.5343,4212.6441,33.3317,0.7912,85823274.0,197601406.4
20220727,399300.SZ,20220727,4225.0357,4236.154,4242.0951,4217.2809,4245.9758,-20.9401,-0.4932,78904940.0,194245303.8
20220728,399300.SZ,20220728,4225.6733,4242.2743,4267.9181,4223.029,4225.0357,0.6376,0.0151,107531930.0,243871486.5
20220729,399300.SZ,20220729,4170.1019,4226.4245,4243.5143,4160.8735,4225.6733,-55.5714,-1.3151,114179286.0,253198574.6
20220801,399300.SZ,20220801,4188.6784,4160.6478,4196.5743,4129.4528,4170.1019,18.5765,0.4455,107749029.0,251125308.6
20220802,399300.SZ,20220802,4107.024,4144.3765,4144.3765,4071.431,4188.6784,-81.6544,-1.9494,142224425.0,281013555.3
20220803,399300.SZ,20220803,4066.9754,4114.8251,4150.9804,4058.1792,4107.024,-40.0486,-0.9751,116666124.0,268695834.8
20220804,399300.SZ,20220804,4101.5367,4089.4419,4108.1591,4064.6594,4066.9754,34.5613,0.8498,89532644.0,216898674.9
20220805,399300.SZ,20220805,4156.9111,4109.6287,4159.485,4097.8625,4101.5367,55.3744,1.3501,102571004.0,247325902.0
20220808,399300.SZ,20220808,4148.0746,4142.1111,4155.7301,4135.0809,4156.9111,-8.8365,-0.2126,90208138.0,224080812.1
20220809,399300.SZ,20220809,4156.2907,4143.666,4161.8086,4131.4252,4148.0746,8.2161,0.1981,84136959.0,214223692.3
20220810,399300.SZ,20220810,4109.7373,4149.2071,4160.7871,4092.5455,4156.2907,-46.5534,-1.1201,85565839.0,217447368.5
20220811,399300.SZ,20220811,4193.5428,4130.741,4193.8115,4116.0558,4109.7373,83.8055,2.0392,121385051.0,269630998.4
20220812,399300.SZ,20220812,4191.152,4185.4203,4202.4663,4175.0501,4193.5428,-2.3908,-0.057,106808295.0,219208055.3
20220815,399300.SZ,20220815,4185.6794,4180.0006,4219.9183,4174.3,4191.152,-5.4726,-0.1306,105898495.0,245539801.0
20220816,399300.SZ,20220816,4177.837,4190.5269,4208.8006,4170.5197,4185.6794,-7.8424,-0.1874,93906139.0,233818584.7
20220817,399300.SZ,20220817,4216.9586,4182.5668,4222.7866,4155.1734,4177.837,39.1216,0.9364,112864659.0,252044325.1
20220818,399300.SZ,20220818,4180.0996,4205.7851,4211.9141,4173.541,4216.9586,-36.859,-0.8741,101052650.0,233115491.4
20220819,399300.SZ,20220819,4151.0738,4174.5458,4185.6579,4151.0738,4180.0996,-29.0258,-0.6944,117402978.0,262494128.2
20220822,399300.SZ,20220822,4181.3965,4135.1623,4183.6498,4134.2008,4151.0738,30.3227,0.7305,112442720.0,259747163.7
20220823,399300.SZ,20220823,4161.0823,4175.5314,4187.3875,4147.4127,4181.3965,-20.3142,-0.4858,103153512.0,239101330.8
20220824,399300.SZ,20220824,4082.4195,4168.5764,4174.1565,4079.0934,4161.0823,-78.6628,-1.8904,119069679.0,262844309.3
20220825,399300.SZ,20220825,4116.2396,4093.2949,4119.6196,4058.7454,4082.4195,33.8201,0.8284,111320745.0,242149581.5
20220826,399300.SZ,20220826,4107.5455,4127.8142,4139.7879,4102.6818,4116.2396,-8.6941,-0.2112,99000493.0,225519196.8
20220829,399300.SZ,20220829,4089.5205,4063.8825,4092.9474,4059.5963,4107.5455,-18.025,-0.4388,94354432.0,203086114.7
20220830,399300.SZ,20220830,4075.7937,4088.5262,4093.1356,4048.5244,4089.5205,-13.7268,-0.3357,93301662.0,192649001.3
20220831,399300.SZ,20220831,4078.8402,4057.1443,4112.8485,4046.6225,4075.7937,3.0465,0.0747,132449765.0,292974665.5
20220901,399300.SZ,20220901,4043.7395,4066.1869,4090.8852,4041.1281,4078.8402,-35.1007,-0.8606,97387071.0,210898503.5
20220902,399300.SZ,20220902,4023.6131,4054.8423,4056.1805,4004.911,4043.7395,-20.1264,-0.4977,86789278.0,184468327.0
20220905,399300.SZ,20220905,4015.4264,4010.4052,4016.9986,3982.7395,4023.6131,-8.1867,-0.2035,93767109.0,201118696.6
20220906,399300.SZ,20220906,4052.2802,4024.4726,4054.004,4009.5826,4015.4264,36.8538,0.9178,113506265.0,235921838.1
20220907,399300.SZ,20220907,4054.983,4032.7231,4067.5437,4028.374,4052.2802,2.7028,0.0667,107678059.0,215147152.2
20220908,399300.SZ,20220908,4037.6839,4059.1689,4067.758,4036.0226,4054.983,-17.2991,-0.4266,100886049.0,186889048.0
20220909,399300.SZ,20220909,4093.7874,4050.5853,4099.0081,4042.2498,4037.6839,56.1035,1.3895,118427114.0,221442547.2
20220913,399300.SZ,20220913,4111.1145,4112.0123,4128.1113,4097.1408,4093.7874,17.3271,0.4233,111789737.0,218521062.1
20220914,399300.SZ,20220914,4065.359,4058.0441,4089.0583,4047.9187,4111.1145,-45.7555,-1.113,90793681.0,185484965.1
20220915,399300.SZ,20220915,4027.1186,4078.6495,4088.8078,3998.8564,4065.359,-38.2404,-0.9406,123951196.0,254367492.8
20220916,399300.SZ,20220916,3932.6826,4013.5829,4019.4104,3932.6826,4027.1186,-94.436,-2.345,137193655.0,241251840.1
20220919,399300.SZ,20220919,3928.0001,3928.4239,3953.6494,3910.3106,3932.6826,-4.6825,-0.1191,97719575.0,183574440.6
20220920,399300.SZ,20220920,3932.8361,3945.6467,3957.5538,3921.6884,3928.0001,4.836,0.1231,84824134.0,179248153.5
20220921,399300.SZ,20220921,3903.7348,3921.3177,3924.3914,3884.2268,3932.8361,-29.1013,-0.74,86458391.0,168939074.3
20220922,399300.SZ,20220922,3869.344,3875.1771,3900.2736,3860.2308,3903.7348,-34.3908,-0.881,80946919.0,161134102.8
20220923,399300.SZ,20220923,3856.0212,3865.1049,3888.3958,3829.6913,3869.344,-13.3228,-0.3443,94342462.0,172904807.4
20220926,399300.SZ,20220926,3836.6773,3829.5958,3893.3186,3827.9498,3856.0212,-19.3439,-0.5017,104526031.0,192906200.3
20220927,399300.SZ,20220927,3892.295,3844.0692,3893.0283,3827.9265,3836.6773,55.6177,1.4496,88860160.0,185955247.4
20220928,399300.SZ,20220928,3828.7098,3879.4398,3879.4398,3828.0545,3892.295,-63.5852,-1.6336,86592213.0,172438042.8
20220929,399300.SZ,20220929,3827.1434,3864.316,3873.1823,3808.6496,3828.7098,-1.5664,-0.0409,85654142.0,171635940.0
20220930,399300.SZ,20220930,3804.8853,3833.3504,3848.6018,3801.2798,3827.1434,-22.2581,-0.5816,78559966.0,158692748.8
20221010,399300.SZ,20221010,3720.9365,3806.5596,3807.4574,3715.7142,3804.8853,-83.9488,-2.2063,102647595.0,194635904.1
20221011,399300.SZ,20221011,3727.6867,3732.0191,3739.8084,3706.0629,3720.9365,6.7502,0.1814,83944625.0,166800394.9
20221012,399300.SZ,20221012,3784.3064,3722.8659,3784.3064,3661.5255,3727.6867,56.6197,1.5189,108089319.0,210931362.3
20221013,399300.SZ,20221013,3752.6729,3756.4176,3783.596,3749.6393,3784.3064,-31.6335,-0.8359,99018915.0,198368891.5
20221014,399300.SZ,20221014,3842.4698,3783.316,3863.2265,3780.8415,3752.6729,89.7969,2.3929,116242293.0,256551272.0
20221017,399300.SZ,20221017,3846.4119,3822.2428,3849.6207,3809.1196,3842.4698,3.9421,0.1026,104192019.0,220488874.4
20221018,399300.SZ,20221018,3838.2667,3865.8258,3870.2155,3831.1723,3846.4119,-8.1452,-0.2118,88346907.0,186556295.8
20221019,399300.SZ,20221019,3776.5335,3827.4658,3840.487,3776.5335,3838.2667,-61.7332,-1.6084,81574844.0,186736408.2
20221020,399300.SZ,20221020,3754.9269,3746.5793,3804.2468,3726.7925,3776.5335,-21.6066,-0.5721,90290895.0,203781618.9
20221021,399300.SZ,20221021,3742.8929,3753.8903,3768.6895,3724.69,3754.9269,-12.034,-0.3205,98750038.0,180686357.7
20221024,399300.SZ,20221024,3633.3733,3727.915,3762.158,3619.9876,3742.8929,-109.5196,-2.9261,130056864.0,259450743.1
20221025,399300.SZ,20221025,3627.4542,3621.9356,3670.7327,3594.7011,3633.3733,-5.9191,-0.1629,110953882.0,219302759.6
20221026,399300.SZ,20221026,3656.9027,3633.3107,3700.8797,3633.3107,3627.4542,29.4485,0.8118,121301548.0,242453810.6
20221027,399300.SZ,20221027,3631.1448,3667.6645,3685.0837,3631.0639,3656.9027,-25.7579,-0.7044,117998675.0,257473315.7
20221028,399300.SZ,20221028,3541.3295,3605.1598,3618.864,3533.4993,3631.1448,-89.8153,-2.4735,118772162.0,245816452.0
20221031,399300.SZ,20221031,3508.7034,3504.507,3553.3871,3495.9509,3541.3295,-32.6261,-0.9213,138465655.0,256574822.1
20221101,399300.SZ,20221101,3634.1732,3519.8174,3634.1732,3517.6209,3508.7034,125.4698,3.576,149286698.0,295089928.4
20221102,399300.SZ,20221102,3677.8051,3620.3693,3703.465,3610.8029,3634.1732,43.6319,1.2006,141592919.0,291648245.7
20221103,399300.SZ,20221103,3647.8966,3645.0604,3670.1574,3628.4987,3677.8051,-29.9085,-0.8132,110566035.0,215379298.0
20221104,399300.SZ,20221104,3767.1746,3646.7709,3782.8823,3646.7709,3647.8966,119.278,3.2698,149734949.0,311145477.6
20221107,399300.SZ,20221107,3775.2971,3754.5227,3792.7942,3746.3715,3767.1746,8.1225,0.2156,129826371.0,251195699.9
20221108,399300.SZ,20221108,3749.3251,3773.6612,3779.1156,3723.3415,3775.2971,-25.972,-0.6879,99016451.0,193351324.9
20221109,399300.SZ,20221109,3714.2704,3750.7821,3760.4068,3711.268,3749.3251,-35.0547,-0.935,89434525.0,172029529.9
20221110,399300.SZ,20221110,3685.6885,3685.8274,3701.5306,3665.0585,3714.2704,-28.5819,-0.7695,103509302.0,183155308.7
20221111,399300.SZ,20221111,3788.4387,3787.7568,3828.9004,3747.0902,3685.6885,102.7502,2.7878,189685586.0,344471326.3
20221114,399300.SZ,20221114,3794.0171,3818.1447,3848.4116,3781.7778,3788.4387,5.5784,0.1472,169665048.0,315536856.1
20221115,399300.SZ,20221115,3865.9726,3788.926,3871.6424,3775.4988,3794.0171,71.9555,1.8966,151515650.0,296268142.8
20221116,399300.SZ,20221116,3834.3899,3860.811,3877.6781,3829.3126,3865.9726,-31.5827,-0.8169,120610964.0,235844588.2
20221117,399300.SZ,20221117,3818.664,3821.2709,3821.7419,3776.5739,3834.3899,-15.7259,-0.4101,105940632.0,219540811.3
20221118,399300.SZ,20221118,3801.5686,3823.8207,3840.3018,3801.5686,3818.664,-17.0954,-0.4477,115078777.0,224276131.0
20221121,399300.SZ,20221121,3769.1269,3769.627,3769.8731,3733.9954,3801.5686,-32.4417,-0.8534,95866966.0,188230373.7
20221122,399300.SZ,20221122,3769.5727,3766.0817,3809.8582,3751.0448,3769.1269,0.4458,0.0118,144486334.0,203490828.4
20221123,399300.SZ,20221123,3773.5287,3760.2157,3791.1782,3753.2136,3769.5727,3.956,0.1049,144527911.0,201070601.2
20221124,399300.SZ,20221124,3756.8082,3791.5399,3804.8987,3751.3818,3773.5287,-16.7205,-0.4431,101073447.0,160698921.5
20221125,399300.SZ,20221125,3775.7764,3751.2822,3790.566,3743.4138,3756.8082,18.9682,0.5049,142929711.0,191711040.7
20221128,399300.SZ,20221128,3733.2424,3701.902,3736.0813,3672.1306,3775.7764,-42.534,-1.1265,127825748.0,196305561.7
20221129,399300.SZ,20221129,3848.4224,3766.5702,3854.7742,3766.5702,3733.2424,115.18,3.0853,178701392.0,289062336.4
20221130,399300.SZ,20221130,3853.0365,3836.5598,3867.6591,3833.8272,3848.4224,4.6141,0.1199,157511400.0,250051468.1
20221201,399300.SZ,20221201,3894.7687,3921.2954,3944.5645,3893.8718,3853.0365,41.7322,1.0831,169964585.0,306678195.7
20221202,399300.SZ,20221202,3870.9478,3886.4034,3898.1146,3865.8844,3894.7687,-23.8209,-0.6116,116786350.0,201253166.4
20221205,399300.SZ,20221205,3946.8759,3907.6375,3947.476,3900.6742,3870.9478,75.9281,1.9615,201747221.0,296615512.3
20221206,399300.SZ,20221206,3968.1979,3929.0063,3988.9007,3922.9969,3946.8759,21.322,0.5402,155108323.0,275583430.8
20221207,399300.SZ,20221207,3958.4409,3956.6722,3999.5864,3944.1831,3968.1979,-9.757,-0.2459,143001356.0,255490829.0
20221208,399300.SZ,20221208,3959.1798,3953.199,3971.4927,3941.2966,3958.4409,0.7389,0.0187,115199986.0,198037690.5
20221209,399300.SZ,20221209,3998.2442,3961.9919,4003.3178,3944.4396,3959.1798,39.0644,0.9867,153774954.0,268166789.7
20221212,399300.SZ,20221212,3953.4433,3976.1722,3983.4332,3950.3203,3998.2442,-44.8009,-1.1205,125935368.0,227606300.9
20221213,399300.SZ,20221213,3945.6813,3953.5482,3964.3957,3939.9795,3953.4433,-7.762,-0.1963,100994100.0,184020700.1
20221214,399300.SZ,20221214,3954.8857,3952.7885,3972.7381,3935.7668,3945.6813,9.2044,0.2333,98528006.0,196175108.6
20221215,399300.SZ,20221215,3951.9885,3954.672,3963.5002,3926.4997,3954.8857,-2.8972,-0.0733,88864725.0,181994889.1
20221216,399300.SZ,20221216,3954.227,3931.2318,3960.4705,3929.4873,3951.9885,2.2385,0.0566,93178567.0,167488442.6
20221219,399300.SZ,20221219,3893.2207,3952.7707,3966.5679,3878.4367,3954.227,-61.0063,-1.5428,106919075.0,180801387.7
20221220,399300.SZ,20221220,3829.0173,3881.2257,3881.2729,3811.4759,3893.2207,-64.2034,-1.6491,83096822.0,164046440.9
20221221,399300.SZ,20221221,3830.5384,3839.0009,3853.7272,3821.4037,3829.0173,1.5211,0.0397,64839215.0,123450040.4
20221222,399300.SZ,20221222,3836.028,3859.2041,3882.1263,3821.3418,3830.5384,5.4896,0.1433,83705173.0,163970307.0
20221223,399300.SZ,20221223,3828.2188,3811.6164,3848.3436,3805.9487,3836.028,-7.8092,-0.2036,65278148.0,130559415.6
20221226,399300.SZ,20221226,3843.4887,3830.5682,3856.8066,3827.5186,3828.2188,15.2699,0.3989,73005712.0,148692832.4
20221227,399300.SZ,20221227,3887.854,3860.9054,3891.8497,3856.58,3843.4887,44.3653,1.1543,77515350.0,152032206.6
20221228,399300.SZ,20221228,3871.2644,3874.9132,3884.7205,3854.9406,3887.854,-16.5896,-0.4267,84424656.0,160671122.0
20221229,399300.SZ,20221229,3856.7007,3854.2363,3868.2933,3838.4803,3871.2644,-14.5637,-0.3762,79394815.0,149011372.4
20221230,399300.SZ,20221230,3871.6338,3873.9358,3887.5527,3868.7569,3856.7007,14.9331,0.3872,78773272.0,148295049.4
20230103,399300.SZ,20230103,3887.8992,3864.8356,3893.9904,3831.245,3871.6338,16.2654,0.4201,115051875.0,207540166.0
20230104,399300.SZ,20230104,3892.9477,3886.2504,3905.9032,3873.6549,3887.8992,5.0485,0.1299,110660743.0,198997711.7
20230105,399300.SZ,20230105,3968.5782,3913.4928,3974.875,3912.26,3892.9477,75.6305,1.9428,116502395.0,256312608.3
20230106,399300.SZ,20230106,3980.8888,3969.5493,4000.4143,3966.4696,3968.5782,12.3106,0.3102,110953038.0,235744305.6
20230109,399300.SZ,20230109,4013.1196,3998.5278,4023.0898,3990.7073,3980.8888,32.2308,0.8096,117054425.0,233212426.5
20230110,399300.SZ,20230110,4017.4737,4014.7125,4030.4574,4002.2297,4013.1196,4.3541,0.1085,101751141.0,214871166.2
20230111,399300.SZ,20230111,4010.0309,4019.8844,4043.3991,4008.0153,4017.4737,-7.4428,-0.1853,99997889.0,203000263.0
20230112,399300.SZ,20230112,4017.8692,4021.7547,4030.2876,4003.5079,4010.0309,7.8383,0.1955,90552627.0,183686268.1
20230113,399300.SZ,20230113,4074.3772,4032.2906,4074.3772,4027.8864,4017.8692,56.508,1.4064,95871896.0,212173997.5
20230116,399300.SZ,20230116,4137.9643,4077.8793,4177.1035,4076.6394,4074.3772,63.5871,1.5607,151395455.0,319007749.4
20230117,399300.SZ,20230117,4137.2422,4138.8433,4148.5838,4118.157,4137.9643,-0.7221,-0.0175,95479040.0,204381576.5
20230118,399300.SZ,20230118,4130.3143,4140.1019,4151.4577,4125.7687,4137.2422,-6.9279,-0.1675,84200645.0,172126171.8
20230119,399300.SZ,20230119,4156.0077,4125.5772,4156.0077,4105.9797,4130.3143,25.6934,0.6221,94608398.0,192699589.8
20230120,399300.SZ,20230120,4181.5267,4166.8444,4189.831,4161.6698,4156.0077,25.519,0.614,123553809.0,222342455.1
20230130,399300.SZ,20230130,4201.345,4267.6248,4268.1522,4197.8596,4181.5267,19.8183,0.4739,164607064.0,330193322.1
20230131,399300.SZ,20230131,4156.8578,4200.5813,4212.7347,4153.0484,4201.345,-44.4872,-1.0589,124550835.0,249365321.6
20230201,399300.SZ,20230201,4195.9332,4170.1322,4195.9332,4137.7659,4156.8578,39.0754,0.94,141008954.0,265553944.7
20230202,399300.SZ,20230202,4181.1493,4207.4123,4207.4123,4170.5565,4195.9332,-14.7839,-0.3523,133823736.0,262497434.8
20230203,399300.SZ,20230203,4141.6319,4162.0258,4162.0258,4103.1654,4181.1493,-39.5174,-0.9451,117041221.0,226914770.0
20230206,399300.SZ,20230206,4086.8779,4103.8307,4105.9445,4065.2224,4141.6319,-54.754,-1.322,110192717.0,226345114.0
20230207,399300.SZ,20230207,4094.2335,4098.3117,4107.3438,4077.9623,4086.8779,7.3556,0.18,91360072.0,183537351.6
20230208,399300.SZ,20230208,4076.1411,4099.8573,4111.4745,4072.6474,4094.2335,-18.0924,-0.4419,84786099.0,170591751.8
20230209,399300.SZ,20230209,4130.8565,4067.5631,4130.8565,4064.7489,4076.1411,54.7154,1.3423,102289961.0,211722604.9
20230210,399300.SZ,20230210,4106.3097,4124.0986,4125.2893,4092.3472,4130.8565,-24.5468,-0.5942,96716733.0,195348320.6
20230213,399300.SZ,20230213,4143.574,4098.8795,4146.45,4092.2729,4106.3097,37.2643,0.9075,128892577.0,251990181.6
20230214,399300.SZ,20230214,4145.2902,4151.247,4152.0487,4125.2583,4143.574,1.7162,0.0414,102499890.0,204915435.7
20230215,399300.SZ,20230215,4123.6893,4146.8547,4153.7159,4115.9671,4145.2902,-21.6009,-0.5211,121664508.0,219855529.0
20230216,399300.SZ,20230216,4093.4876,4125.4087,4167.9003,4068.8591,4123.6893,-30.2017,-0.7324,159310585.0,281315625.6
20230217,399300.SZ,20230217,4034.507,4086.2237,4104.6398,4032.9285,4093.4876,-58.9806,-1.4408,116142589.0,225737747.0
20230220,399300.SZ,20230220,4133.4896,4039.9623,4134.8623,4035.4762,4034.507,98.9826,2.4534,161794481.0,280122962.2
20230221,399300.SZ,20230221,4144.3536,4130.0632,4151.7994,4116.2716,4133.4896,10.864,0.2628,145776173.0,249674201.0
20230222,399300.SZ,20230222,4106.9506,4118.9669,4134.8759,4101.8596,4144.3536,-37.403,-0.9025,104290295.0,191586159.0
20230223,399300.SZ,20230223,4103.6463,4106.2136,4132.3896,4088.2073,4106.9506,-3.3043,-0.0805,103564906.0,197193582.4
20230224,399300.SZ,20230224,4061.0457,4100.9897,4102.6094,4048.2374,4103.6463,-42.6006,-1.0381,100989425.0,191210465.1
20230227,399300.SZ,20230227,4043.8444,4040.4571,4067.0296,4034.5237,4061.0457,-17.2013,-0.4236,93787630.0,187959491.1
20230228,399300.SZ,20230228,4069.4587,4058.1298,4074.2639,4026.4476,4043.8444,25.6143,0.6334,110323591.0,198799712.4
20230301,399300.SZ,20230301,4126.9415,4068.7331,4135.4812,4061.2167,4069.4587,57.4828,1.4125,156015794.0,255374791.0
20230302,399300.SZ,20230302,4117.7377,4119.9919,4137.2525,4113.8264,4126.9415,-9.2038,-0.223,148217637.0,235953765.0
20230303,399300.SZ,20230303,4130.5513,4126.0183,4135.2116,4100.3827,4117.7377,12.8136,0.3112,160331741.0,226914545.6
20230306,399300.SZ,20230306,4109.0102,4131.1525,4132.8367,4088.4484,4130.5513,-21.5411,-0.5215,162971807.0,283079862.0
20230307,399300.SZ,20230307,4048.8519,4103.6419,4124.9609,4046.5679,4109.0102,-60.1583,-1.4641,195912068.0,272491994.0
20230308,399300.SZ,20230308,4034.1077,4030.7387,4037.287,4011.5231,4048.8519,-14.7442,-0.3642,117936493.0,191659655.2
20230309,399300.SZ,20230309,4019.8505,4035.8433,4043.8493,4000.8901,4034.1077,-14.2572,-0.3534,116539629.0,201737990.7
20230310,399300.SZ,20230310,3967.1352,3991.7959,4004.3612,3966.428,4019.8505,-52.7153,-1.3114,123855409.0,218286956.1
20230313,399300.SZ,20230313,4008.686,3962.6426,4008.686,3962.6426,3967.1352,41.5508,1.0474,143561370.0,242865516.8
20230314,399300.SZ,20230314,3984.6956,3999.8803,4001.9415,3946.9405,4008.686,-23.9904,-0.5985,150544174.0,267224848.8
20230315,399300.SZ,20230315,3986.902,4011.8444,4018.7495,3986.902,3984.6956,2.2064,0.0554,142026007.0,232101094.0
20230316,399300.SZ,20230316,3939.1505,3958.1962,3981.321,3936.4758,3986.902,-47.7515,-1.1977,152515644.0,246264286.4
20230317,399300.SZ,20230317,3958.8194,3971.1585,4004.2153,3945.2501,3939.1505,19.6689,0.4993,177433818.0,305541015.6
20230320,399300.SZ,20230320,3939.077,3962.6625,3979.5485,3935.0161,3958.8194,-19.7424,-0.4987,205264970.0,319760032.6
20230321,399300.SZ,20230321,3982.3782,3948.1573,3982.7047,3948.1573,3939.077,43.3012,1.0993,145090679.0,251631985.0
20230322,399300.SZ,20230322,3999.4427,3993.7849,4016.4495,3986.7093,3982.3782,17.0645,0.4285,149228970.0,265180992.1
20230323,399300.SZ,20230323,4039.0895,3985.9928,4039.0895,3983.9986,3999.4427,39.6468,0.9913,158887421.0,296479529.5
20230324,399300.SZ,20230324,4027.0457,4035.1564,4037.8417,4017.0028,4039.0895,-12.0438,-0.2982,159442330.0,295785588.9
20230327,399300.SZ,20230327,4012.4771,4023.3028,4023.3028,3987.0297,4027.0457,-14.5686,-0.3618,168482279.0,315474696.9
20230328,399300.SZ,20230328,3999.5147,4015.6973,4023.7834,3994.5999,4012.4771,-12.9624,-0.3231,131895117.0,248736921.0
20230329,399300.SZ,20230329,4006.144,4013.5926,4017.7572,3992.6662,3999.5147,6.6293,0.1658,133743510.0,263866922.7
20230330,399300.SZ,20230330,4038.5257,4009.5573,4040.5023,3983.8958,4006.144,32.3817,0.8083,149901037.0,280004716.0
20230331,399300.SZ,20230331,4050.9257,4045.4538,4063.5675,4039.9587,4038.5257,12.4,0.307,138842546.0,279863685.8
20230403,399300.SZ,20230403,4090.5676,4059.6227,4094.9376,4059.0607,4050.9257,39.6419,0.9786,182124313.0,382895558.4
20230404,399300.SZ,20230404,4103.1052,4089.2932,4103.1583,4080.0682,4090.5676,12.5376,0.3065,197146631.0,394443175.1
20230406,399300.SZ,20230406,4096.64,4084.132,4098.8332,4078.4048,4103.1052,-6.4652,-0.1576,150703374.0,328981851.6
20230407,399300.SZ,20230407,4123.2799,4096.9009,4131.3126,4092.1848,4096.64,26.6399,0.6503,128676738.0,286567771.9
